catalog_content,class
"Item Name: Eden Foods Udon 100 Percent Whole Grain Pasta, 8.8 Ounce -- 12 per case.12
Product Description: <p>Save on Eden Foods 12X 8.8 Oz Udon A Traditionally Crafted Noodle Made Simply From Hard Red Winter And Spring Wheat Flour And Fine Sea Salt. The Most Popular Noodle In Japan, Consistently Rated 'Ichi-Ban' Or Number One. Similar In Shape, Texture And Cooking Time To Linguini. : (Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.)</p>
Value: 105.6
Unit: Ounce
",spice
"Item Name: Tate's Bake Shop Gluten Free Coconut Crisp Cookies, Gluten Free Cookies, 7 oz
Bullet Point 1: One 7 oz bag of Tate's Bake Shop Gluten Free Coconut Crisp Cookies
Bullet Point 2: Delicious coconut cookie with moist coconut and no gluten
Bullet Point 3: Thin gluten free cookie is perfect for a quick sweet snack
Bullet Point 4: Uniquely crispy baked cookies with a delicious texture
Bullet Point 5: Add these coconut cookies to a cookie tray for easy, gluten free party snacks
Value: 7.0
Unit: Ounce
",snack
"Item Name: Walkers Classic Shortbread Triangles, 5.3 oz
Bullet Point 1: Irresisistibly delicate and petite triangles are ideal for serving where small portions are desired. For a home-baked taste
Bullet Point 2: warm in the microwave on high for 15-20 seconds for an individual cookie or 25-30 seconds for a plate of cookies. A perfect accompaniment to tea or coffee and ideal with ice cream or desserts.
Value: 5.3
Unit: oz
",beverage
"Item Name: KRAVE All Natural Pork Jerky, Grilled Teriyaki - Protein Packed Snacks Roasted for Maximum Flavor - Premium Tender Meat Cuts - Gluten Free - 2.7 Ounce
Bullet Point 1: GRILLED TERIYAKI PORK JERKY: Heed the roar of the boar with tender slices of pork infused with our sweet and tangy teriyaki sauce.
Bullet Point 2: PREMIUM PORK JERKY SNACKS: Only the finest cuts of pork are used in making this tasty meat snack.
Bullet Point 3: HEALTHY, DELICIOUS AND GLUTEN FREE JERKY: No Artificial Ingredients, All-Natural, 9g of Protein, and No Nitrates or Nitrites; Tender texture with bold, gourmet flavors, and slow-cooked cuts with elevated, yet simple ingredients
Bullet Point 4: CULINARY INSPIRED WITH TENDER TEXTURE: We marinate our pork jerky for maximum flavor, cook it low and slow, and spice it with delectable seasoning to make every jerky bite tender & flavorful.
Bullet Point 5: BORN IN SONOMA: Inspired by our Sonoma roots, where celebrated vineyards and renowned gourmet outposts thrive, we dreamt up a super meat snack that delights your taste buds - You Didn’t Come This Far to Eat Ordinary
Value: 2.7
Unit: Ounce
",condiment
"Item Name: Dry Lemon Yellow, whole, 5 oz
Value: 1.0
Unit: Count
",other
"Item Name: Meat Church Holy Gospel BBQ Rub 12.5oz
Bullet Point 1: One 14 Ounce Bottle of BBQ Rub
Bullet Point 2: The one rub you need for every cook; beef, chicken, pork, seafood vegetables and more! Gluten Free, No MSG
Bullet Point 3: This blend is great on ribs, chicken and beef!
Value: 1.0
Unit: Count
",other
"Item Name: BIG BAMBOO JAMAICAN IRISH MOSS PEANUT DRINK 9.8 OZ 4PK
Value: 39.2
Unit: Fl Oz
",beverage
"Item Name: Heaven & Earth Brown Rice Pasta, Gluten Free Spaghetti, 12oz (3 Pack) | Whole Grain Gluten Free Pasta
Bullet Point: SIMPLE INGREDIENTS - Heaven & Earth Brown Rice Pasta is made from three simple ingredients, brown rice flour, tapioca flour, and water, bringing you a simple, quality product of wholesome goodness.
Product Description: Heaven & Earth Brown Rice Pasta offers a simple yet delicious solution for those seeking a wholesome, gluten free alternative to traditional pasta. Made with just three basic ingredients—brown rice flour, tapioca flour, and water—our pasta provides a high-quality, straightforward product. Certified gluten-free and produced in a dedicated facility, it stands as a worthy competitor to traditional pasta options. Crafted using the traditional bronze-cut method, our pasta boasts a unique texture that enhances its ability to absorb the rich flavors of your favorite sauces. The mild, neutral flavor of our brown rice noodles makes them a versatile choice, serving as an ideal canvas for a variety of sauces and toppings. Whether you crave a classic marinara, a creamy Alfredo, or a zesty pesto, Heaven & Earth Brown Rice Pasta complements a wide range of culinary creations, offering a delightful experience with every bite.
Value: 36.0
Unit: Ounce
",beverage
"Item Name: World Market Holiday Egg Nog Ground Coffe 12oz
Value: 12.0
Unit: Ounce
",other
"Item Name: Community Coffee Creamer Bulk Pack Packets, 1000 Count
Bullet Point 1: Lactose Free Creamer: Community Coffee powdered creamer is a rich, creamy addition to your coffee
Bullet Point 2: Lactose Free Creamer: Stir in our delicious, low fat creamer for a rich cup of coffee that's lactose and cholesterol-free; Our powdered creamer comes in individual serving packs
Bullet Point 3: Community is Everything: From using responsibly sourced coffee beans to programs that support military service members, local schools and more, Community Coffee gives back to our partners and local communities in every way we can
Bullet Point 4: More than Coffee: We offer high quality sugar, creamer, flavored creamer and more so you can enjoy your coffee to your liking; Make your drink as strong or as sweet as you like it with Community Coffee
Bullet Point 5: Quality Assured: All of our coffee beans go through a rigorous scoring system for body, balance, flavor and aroma; Only then can they be considered fit to bear the Community Coffee name ""Our creamer is rich, creamy, lactose-free, cholesterol-free and low-fat. Contains 1000 individual serving packs. Perfect for offices, businesses and foodservice operations.
Value: 88.0
Unit: Ounce
",beverage
"Item Name: David's Cookies Happy Birthday Chocolate Chunk Cookies Tin 1lb - Handmade and Fresh Baked Gourmet Cookie Gift Basket - Delectable & Made with Premium Ingredients - Ideal Birthday Food Gift For All
Bullet Point 1: Celebrate in Style: Make birthdays extra special with David's Cookies Happy Birthday Chocolate Chunk Cookies Tin. These 1lb of handmade, fresh-baked gourmet cookies are perfect for creating unforgettable birthday moments.
Bullet Point 2: Delectable Delight: Indulge in the rich, mouth-watering taste of our chocolate chunk cookies, crafted with premium ingredients. Each bite offers a delightful combination of soft texture and decadent chocolate chunks.
Bullet Point 3: Handmade Gourmet Goodness: Experience the difference of freshly baked cookies made with care. Our cookies are handmade to perfection, ensuring a superior taste and texture that stands out from the rest.
Bullet Point 4: Ideal Gift for All Ages: Whether for kids, teens, or adults, our gourmet cookie gift basket is an ideal birthday food gift that brings joy to everyone. Perfect for friends, family, coworkers, and loved ones.
Bullet Point 5: Beautifully Packaged: Presented in a charming tin, our cookies are not only delicious but also beautifully packaged, making them a thoughtful and impressive birthday gift. Share the love and celebrate with the best gourmet treats.
Value: 16.0
Unit: Ounce
",beverage
"Item Name: Nature's Earthly Choice - Organic Italian Pearled Farro - 14 oz.
Bullet Point 1: Organic Italian Pearled Farrow
Bullet Point 2: USDA organic
Bullet Point 3: Non-GMO project verified
Value: 14.0
Unit: Ounce
",other
"Item Name: Rice Cakes Covered with Dark Chocolate, Dairy Free, Gluten Free, Kosher, Low Calorie Snacks, 3.1 oz, Pack of 16
Bullet Point 1: Indulgent Treat: Enjoy the delicious combination of crispy rice cakes coated in rich, smooth chocolate for a guilt-free snack.
Bullet Point 2: Dietary Friendly: These chocolate-covered rice cakes are dairy-free, gluten-free, and kosher, making them suitable for various dietary needs.
Bullet Point 3: Portion Control: Each individually packaged rice cake weighs 3.1 oz, providing a satisfying snack without overindulging.
Bullet Point 4: Convenient Pack: This pack includes 16 chocolate-covered rice cakes, perfect for stocking up or sharing with family and friends.
Bullet Point 5: Low Calorie: Satisfy your sweet cravings without compromising your calorie intake, as these treats are a low-calorie snack option.
Product Description: Indulge in a guilt-free snack with these chocolate covered rice cakes! These delectable treats are dairy-free, gluten-free, and kosher, making them a perfect choice for those with dietary restrictions. With a low calorie count of only 3.1 oz per serving, you can satisfy your cravings without compromising your health goals. Enjoy the irresistible combination of crispy rice cakes enveloped in rich, velvety chocolate. This pack of 16 ensures you have a steady supply of these delightful snacks on hand. Whether you're looking for a mid-day pick-me-up or a sweet treat after a meal, these chocolate covered rice cakes are sure to delight your taste buds.
Value: 16.0
Unit: Count
",beverage
"Item Name: Duke's Mayonnaise Light, 32-Ounce Jars (Pack of 4)
Bullet Point 1: Mayonnaise; smooth and creamy, half the fat and calories
Bullet Point 2: One of a kind flavor
Bullet Point 3: A uniquely southern recipe
Bullet Point 4: Made in South Carolina
Value: 128.0
Unit: Ounce
",condiment
"Item Name: Tillen Farms Mild Pickled Asparagus, 12 oz - PACK OF 3
Value: 3.0
Unit: Count
",canned_food
"Item Name: Great Value Organic Strained Raw Honey, 16 oz (Pack of 4)
Value: 64.0
Unit: Fl Oz
",other
"Item Name: Badia Garlic Powder, 3-Ounce (Pack of 12)
Value: 36.0
Unit: Ounce
",nutrition
"Item Name: Holle Organic Veggie Risotto Baby Food, 6.7 OZ
Bullet Point: Holle Organic Veggie Risotto Baby Food, 6.7 OZ
Value: 6.7
Unit: Ounce
",other
"Item Name: Heineken 0.0% Non-Alcohol, Alcohol Free Beer, Great Taste, Zero Alcohol, 11.2 Fl Oz | Case of 24 Cans
Value: 11.22
Unit: Fl Oz
",beverage
"Item Name: V8 Original 100% Vegetable Juice, 64 fl oz Bottle (6 Pack)
Bullet Point 1: Six (6) 64 fl oz bottles of V8 Original 100% Vegetable Juice
Bullet Point 2: A satisfying alternative to other juices; made with concentrated tomato juice along with the juices of seven other vegetables
Bullet Point 3: Each 8 fl oz serving of this 100% juice contains 2 servings of vegetables and is an excellent source of Vitamins A and C
Bullet Point 4: Gluten free and non GMO veggie juice with no sugar added* (*Not a low calorie food; see nutrition panel for sugar and calorie content)
Bullet Point 5: An easy way to help get your daily recommended veggies; enjoy it as a breakfast drink, afternoon snack, or post workout drink
Value: 384.0
Unit: Fl Oz
",beverage
"Item Name: Kava Acid Reduced Instant Coffee in Glass Jar, 4 Ounce (Pack of 1)
Bullet Point 1: Kava is a full-flavored Reduced Acid instant coffee with at least 50% less acid per cup than other leading coffee brands
Bullet Point 2: Real coffee with a rich, full-bodied taste, delicious flavor and aroma. Made from premium beans
Bullet Point 3: A favorite among the health-conscious and those looking to avoid the effects that regular acidic coffee may have on one's stomach, body and health
Bullet Point 4: OU Kosher Certified
Bullet Point 5: The Original Low-Acid Coffee Since 1962
Product Description: No matter how you drink it, rest assured that it has less acid per cup than other instant coffee brands. So relax. You can still enjoy a rich, tasty, aromatic cup of coffee without all the bitterness and acid.<br><ul><li>Stomach approved - With at least 50% less acid than other leading coffee brands, your gut just might thank you itself</li><li>Smooth and flavorful - We provide only the freshest coffee possible, using a state of the art roasting and packaging process to maintain optimal freshness and flavor</li></ul>
Value: 4.0
Unit: Ounce
",beverage
"Item Name: Tea Time Podravka Pate 100g
Bullet Point 1: Pate from Croatia
Bullet Point 2: Tea time pate
Product Description: Cajna Pasteta. Product of Croatia.
Value: nan
Unit: None
",beverage
"Item Name: TRESemmé Conditioner, Anti-Breakage, 28 oz
Bullet Point 1: Lightweight, hair strengthening detangling conditioner that targets the most damaged areas to reduce breakage by 80 percent when used with TRESemme Anti-Breakage shampoo (vs. non-conditioning shampoo)
Bullet Point 2: Deep conditioner for color treated hair, with gelatin and Vitamin B12, helps restore and revitalize your hair
Bullet Point 3: TRESemme Anti-Breakage hair conditioner detangles distressed hair, leaving strands more manageable and silky-smooth
Bullet Point 4: TRESemme Anti-Breakage Conditioner is a gentle hair treatment for damaged hair, and is light enough for daily use
Bullet Point 5: Professional salon-quality moisturizing conditioner at an affordable price
Bullet Point 6: For best results with this deep hair conditioner, start with TRESemme Anti-Breakage Shampoo and style as usual!
Value: 28.0
Unit: Ounce
",canned_food
"Item Name: Libby's Naturals Cut Green Beans | No Added Salt, No Added Sugar | Naturally Delicious, Mild & Subtly Sweet | Crisp-Tender Bite | Grown & Made in USA | 14.5 oz (Pack of 12)
Bullet Point 1: EXCEPTIONALLY DELICIOUS TASTE: Libby's Naturals Cut Green Beans are fresh-picked at the peak of ripeness and packed within hours to seal in Farm Fresh Goodness for a deliciously mild, subtly sweet flavor and crisp-tender bite.
Bullet Point 2: NATURAL GOODNESS: Libby's Naturals Cut Green Beans are selected for exceptional taste and crisp-tender texture. Starting as fresh, plump firm pods, our Green Beans are then cut into bite-sized lengths for a deliciously mild, subtly sweet flavor and crisp-tender texture. Deliciously part of a healthy lifestyle.
Bullet Point 3: CLEAN LABEL: Just Green Beans and Water! Yep, that's it. Kosher. No Preservatives. A real crowd pleaser that is great as a standalone side-dish, snack or ""secret-ingredient"" in your favorite recipes. Try Green Bean & Ham Frittata Recipe (on label) or a Classic Green Bean Casserole! Visit LibbysVegetablesDOTcom/recipes for recipes, serving suggestions and more!
Bullet Point 4: GROWN & MADE IN THE USA: Libby's Naturals Cut Green Beans are grown and made in the U.S.A. - Cultivated in the U.S. heartland by multi-generational, U.S. farmers on family-owned farms located primarily in Iowa, Illinois, Minnesota, New York or Wisconsin.
Bullet Point 5: ENVIRONMENTALLY FRIENDLY: Packaged in convenient, recyclable steel cans made with Non-BPA lining (can lining not intentionally made with BPA). Ready-to-Eat.
Value: 174.0
Unit: Ounce
",beverage
"Item Name: Klass Limonada | Limeade | Aguas Frescas 14.1 OZ | Pack of 2
Bullet Point 1: Klass Limonada | Limeade
Bullet Point 2: Aguas Frescas 14.1 OZ | Pack of 2
Product Description: Klass Limonada | Limeade | Aguas Frescas 14.1 OZ | Pack of 2
Value: 14.1
Unit: Ounce
",other
"Item Name: LAFFY TAFFY SOUR APPLE
Bullet Point 1: 145 individually wrapped pieces of Laffy Taffy Candy
Bullet Point 2: Delicious sour apple flavor
Product Description: 145 individually wrapped pieces of Laffy Taffy Candy. Delicious sour apple flavor
Value: 15.0
Unit: Count
",canned_food
"Item Name: Beulah's Easter Candy Corn, 2 Pound Package, 480 Pieces of Candy
Bullet Point 1: Pastel Colors
Bullet Point 2: Sweet & Delicious
Bullet Point 3: Easter Candy
Product Description: Easter Egg Gems: These Bunny Corn candy corn gems mimic the colors of freshly painted Easter eggs. Scatter them on your Easter dessert table or use them as edible decorations. You can buy this Easter candy corn at Beulah's Candyland.
Value: 32.0
Unit: Ounce
",canned_food
"Item Name: Wise Foods Ridgies Sour Cream & Onion Ridged Potato Chips, Sharing Size Bags (3 Bags)
Bullet Point 1: America's favorite dip flavor, rich sour cream and savory onion, already right on the chip. How convenient is that? Open up and share a bag.
Bullet Point 2: This classic take on the Ridgie leaves nothing up for debate—SC&O remains one of the greatest flavor combos of all time.
Bullet Point 3: Whatever you're doing, everyone will have more fun when you bring along a bag of Wise. Contains no preservatives and free from gluten.
Product Description: The classic American snacks. 95 years of making enjoyable family snacks. Built from the ground up, Wise is an honest, family-focused business that is committed to making real snacks for real people. Wise snacks are made to enjoy with friends and family - wherever life takes them.
Value: 22.5
Unit: Ounce
",condiment
"Item Name: Purina ONE SmartBlend Chicken & Rice Formula Dry Dog Food - (1) 16.5 lb. Bag
Bullet Point 1: One (1) 16.5-pound bag of Purina ONE Smartblend Chicken & Rice Formula
Bullet Point 2: Real chicken as the first ingredient blended with other high-quality protein sources helps support strong muscles and a healthy heart
Bullet Point 3: Omega-6 helps give your dog a radiant coat and healthy skin
Bullet Point 4: Natural sources of glucosamine help support healthy joints
Bullet Point 5: Highly digestible so more nutrition goes to work inside your dog
Value: 16.5
Unit: Pound
",nutrition
"Item Name: Pillsbury Bold Purple Funfetti Frosting, 15.6 Oz
Bullet Point 1: Our Sweet, creamy frostings take any treat from delicious to delightful.
Bullet Point 2: Try them on anything from cakes and cookies to brownies and breads.
Bullet Point 3: Contains one 15.6 Oz container
Bullet Point 4: Made in the USA
Value: 15.6
Unit: Ounce
",snack
"Item Name: Nature's Answer Fo-Ti Cured Root - 1 fl oz
Bullet Point 1: Health Supplements / Botanicals and Herbs
Bullet Point 2: Nature's Answer
Bullet Point 3: Size: 1 OZ / Selling Unit: Each / Pack: 1
Bullet Point 4: UPC: 083000002984 / evoxSku: evox8147
Product Description: Nature's Answer organic alcohol extracts are produced using alcohol, water and coconut glycerin utilizing our cold Bio-Chelated proprietary extraction process, yielding a Holistically Balanced standardized extract. Liquid extracts are absorbed faster than tablets or capsules, and are more potent than tinctures. Holistically Balanced guarantees that the constituents of the extract are in the same synergistic ratios as in the plant.
Value: 1.0
Unit: Fl Oz
",beverage
"Item Name: Utz of Hanover Extra Dark Pretzels, 16 Ounce
Bullet Point: No preservatives; No MSG; Contains no hydrogenated fats; The pounder
Value: 16.0
Unit: oz
",snack
"Item Name: Fire & Smoke Society Hot for Peacher BBQ Rub | Seasonings for Smoking and Grilling Meat | Pulled Pork Ribs Chops, Poultry, Chicken, Beef, Dry BBQ Rubs and Spices | Cane Sugar, Smoked Salt, Peach Flavor | XL 12.5 oz (2-Pack)
Bullet Point 1: ONLY THE BEST INGREDIENTS: Hot for Peacher is a sweet-and-smoky blend of cane sugar, black pepper, hickory-smoked salt, chipotle chiles, and natural peach flavor. Use it as a rib rub, pork seasoning, chicken seasoning on pork, whole chicken, turkey or even as a burger seasoning. No Artificial Ingredients, Gluten Free, MSG Free, Fat Free, Non GMO.
Bullet Point 2: XL BOTTLES: This seasoning bottles are big, at 12.5 oz Hot for Peacher (2-Pack) is a great value option that will last you much longer than traditional smaller bottle sizes.
Bullet Point 3: UNFORGETTABLE TASTE: The next best thing to a juicy summer peach? The Hot for Peacher Smoked Peach Rub combines a sweet summer fruit, smoke, and barbecue seasoning for a knockout pork shoulder rub, pork butt rub and dry rub seasoning.
Bullet Point 4: ELEVATE YOUR CULINARY CREATIONS: Fire & Smoke Society is devoted to home cooks who love serving great food to family and friends. We work hard to create bold, memorable flavors and unique bbq seasonings and rubs that delight customers on every level–and keep them coming back (for second helpings). Every Fire & Smoke Society spice rub is thoughtfully designed with delicious in mind.
Bullet Point 5: UNIQUE FLAVOR COMBINATIONS: From our carefully selected ingredients and unique flavor combinations to the packages we put them in, Fire & Smoke Society bbq rubs and spices for smoking are transporting; they take the guesswork out of meal planning and they make feasting fun.
Bullet Point 6: VERSATILE SEASONING: The ideal grill seasoning for pork shoulder, pork tenderloin, pork loin, pork chops, chicken wings, and thighs.
Product Description: <p>Introducing the ultimate BBQ dry rubs for smoking and grilling! Our Hot for Peacher Smoked Peach seasoning is the perfect blend of spices and seasonings that will take your barbecue grilling game to the next level. Our BBQ rubs and spices for grilling will bring out the best flavors in your meat, whether you're smoking pork, grilling chicken, or searing steak.</p> <p>Our smoked BBQ rub is made with only the finest ingredients, including hickory smoked salt, chipotle chiles, and natural peach flavor, to create a sweet and smoky flavor profile that will leave your taste buds wanting more. Our barbecue seasoning is also MSG-free, gluten-free, and non-GMO, so you can enjoy a delicious meal without any guilt.</p> <p>Whether you're a seasoned pitmaster or a weekend grilling enthusiast, our BBQ grill seasoning is perfect for all your meat seasoning needs. A great BBQ beef seasoning for bringing out the natural flavors of beef, BBQ chicken seasoning to make your poultry taste like it's been cooked by a pro, and if you're a fan of pork, a BBQ pork seasoning and BBQ rib rub for adding a delicious smoky flavor to your cuts.</p> <p>Our BBQ rub for meat is versatile and can be used on all cuts of meat, from ribs and chops to burgers and even as a seasoning for carnitas. Our barbecue grilling spices are perfect for those who love a good barbecue rub.</p> <p>So, what are you waiting for? Try our BBQ spices today and take your grilling game to the next level. With our grilling seasoning, you'll be the talk of the town at your next cookout.</p>
Value: 25.0
Unit: Ounce
",beverage
"Item Name: Wonka Chuckles Original, Jelly Sugar-Coated Candies, Fruit Flavored Candy, 2 Ounce Bars (Pack of 24)
Bullet Point 1: NOSTALGIC APPEAL: Chuckles Original Jellies have been a beloved candy since 1921, evoking a sense of tasty nostalgia among those who have enjoyed them throughout the years​
Bullet Point 2: FLAVOR VARIETY: Chuckles Original Jellies offer a classic assortment of five distinct fruit flavors – cherry, lemon, lime, orange, and licorice – covered in a layer of sugar​
Bullet Point 3: GREAT FOR SHARING: These delicious jelly candies are easy to share. Everyone has their favorite flavor, so split the pack​
Bullet Point 4: SOFT AND CHEWY TEXTURE: These jellies boast a delightful chewy texture that is both satisfying and enjoyable to eat. 24 packs of 5 pieces​
Bullet Point 5: PARTY TREAT: The ideal candy for party bags, crack out this 24 pack at the party and share the flavors​
Bullet Point 6: WHERE LEGENDS MEET NOVELTY: Crafting candy is our passion, and it shows. From the timeless icons that have captured hearts to scrumptious new Wonka flavors that push boundaries, we celebrate candy
Value: 48.0
Unit: Ounce
",snack
"Item Name: Torani White Chocolate Sauce, 64 Ounce
Bullet Point 1: Product Type:Grocery
Bullet Point 2: Item Package Dimension:10.16 Cm L X10.92 Cm W X26.16 Cm H
Bullet Point 3: Item Package Weight:5.8 Lbs
Bullet Point 4: Country Of Origin: United States
Value: 64.0
Unit: Fl Oz
",condiment
"Item Name: One 15.4 oz Amy's Organic Refried Vegetarian Black Beans
Bullet Point 1: Amy's Kitchen 15.4 Oz Refried Black Beans
Bullet Point 2: Slightly Seasoned Black Beans.: Gluten Free
Bullet Point 3: (Note: This Product Description Is Informational Only. Always Check The Actual Product Label In Your Possession For The Most Accurate Ingredient Information Before Use. For Any Health Or Dietary Related Matter Always Consult Your Doctor Before Use.)
Value: 15.4
Unit: Ounce
",canned_food
"Item Name: N!CK’S Keto Snack Bar, Karamell Choklad, 4g Net Carbs, 14g Protein, No Added Sugar, 5g Collagen, Low Carb Protein Bar, Low Sugar Meal Replacement Bar, Keto Snacks, 4 pack
Bullet Point 1: THE PROTEIN BAR WITH A CANDY BAR TASTE: An indulgent candy bar with a texture you can sink your teeth into. Featuring an ooey-gooey texture of rich, decadent chocolate covered caramel. You'll never believe it's better for you! These are nutritious snack bars you'll actually want to eat!
Bullet Point 2: KETO-FRIENDLY SNACK FOOD: With a combo of low carbs (4g net carbs), healthy fats, protein, and great flavor, it’s never been easier to satisfy your cravings. You can replace those cookies, chips, bread, cake, ice cream, and even a protein shake with healthy snacks that are more compatible with a keto diet.
Bullet Point 3: FUEL ON-THE-GO: 14g of protein (without that chalky protein taste) in one easy-to-carry package. Take it with you to stay energized all day. Pack it with you for lunch, workout, sports, travel, hiking, and more!
Bullet Point 4: LOW-CALORIE SNACKING: Only 160 calories per bar! This makes it the perfect treat for any occasion: before or after the gym, as an after-dinner dessert, or even as a lunch break snack! Add some variety to your diet without gaining weight!
Bullet Point 5: SWEET, WITH NO ADDED SUGAR: That means no sugar crash! Enjoy Swedish-style snacks that taste too good to be true — great tasting AND great for you! Contains delicious caramel and chocolate, without the ingredients you don't want!
Value: 4.0
Unit: Count
",snack
"Item Name: 5-hour ENERGY Shots Regular Strength, Berry Flavor - 30 Count
Bullet Point 1: QUICK, SIMPLE, EFFECTIVE. Provides a feeling of alertness and energy.
Bullet Point 2: ZERO SUGAR, ZERO CALORIES. Packed with B vitamins and amino acids.
Bullet Point 3: Regular Strength 5-hour ENERGY shots contain about as much caffeine as a cup of the leading premium coffee
Bullet Point 4: Available in an array of great-tasting flavors.
Product Description: It was the first 5-hour ENERGY flavor, and still one of the most popular. Boasting an effective blend of B-vitamins, nutrients and caffeine, Berry 5-hour ENERGY started it all in 2004. Want a great pick-me-up? Go retro and order this classic today.
Value: 57.9
Unit: Fl Oz
",beverage
"Item Name: Sweetarts Tangy Candy Mini Chewy 6 Ounce Bag (Pack of 12)
Bullet Point 1: Made in USA
Bullet Point 2: No Artificial Flavors
Bullet Point 3: One of a Kind Sweet and Tart Flavor Sensation
Bullet Point 4: Tiny in Size But Big on Taste - Amazingly Fun & Chewy!
Bullet Point 5: You'll Receive 12 Bags That Each Weigh 6 Ounces
Product Description: A pioneer in taste innovation, Sweetarts delivers the original flavor combination of delightfully sweet and delicately tart in an array of colorful candy creations. Mini Chewy Sweetarts delivers the classic Sweetarts flavor fusion in a chewy, coated candy that floods the taste buds with tangy flavor in an amazing new way. Tiny in size but big on taste, Mini Chewy Sweetarts provides a mouth-awakening sensation that’s equal parts sweet snack and entertainment.
Value: 72.0
Unit: Ounce
",snack
"Item Name: Hot Tamales, Fierce Cinnamon Chewy Candy, Theater Box Style, 5oz Box - PACK OF 24
Bullet Point 1: Cinnamon Flavored Candy: Enjoy the spicy cinnamon flavor in every bite of these chewy theater box candies.
Bullet Point 2: Theater Box Style Packaging: The candies are packaged in a fun theater box style that adds to the festive feel.
Bullet Point 3: Bulk 5oz Box: Get a whopping 24 ounces of hot tamales candies to share with friends and family.
Bullet Point 4: Perfect for Parties and Gifts: These cinnamon candies make great party favors or gifts for birthdays, holidays, and more.
Bullet Point 5: Made in the USA: These hot tamales candies are proudly made in the United States.
Value: 120.0
Unit: Ounce
",canned_food
"Item Name: Hidden Valley Original Ranch Salad Dressing and Topping, 52 Ounce Bottle (Package May Vary)
Bullet Point 1: RANCH DONE RIGHT: America’s favorite ranch is now even creamier and thicker, making it the perfect condiment for dipping, dunking or drizzling with pizza, wings and more; Packaging may vary
Bullet Point 2: GLUTEN FREE AND KETO-FRIENDLY: Perfect for school lunches or backyard BBQs this classic gluten free and keto-friendly salad dressing is a crowd pleaser as America's #1 selling Ranch dressing
Bullet Point 3: SALAD DRESSING: Get your daily dose of veggies in a delicious way by adding Ranch as a salad topping or use as a classic veggie dip
Bullet Point 4: CONDIMENT: Use as a topper on burgers sandwiches and wraps to refresh your meal prep or weeknight routine or as a dip with chips pizza and chicken strips
Bullet Point 5: DINNER MADE EASY: Add instant flavor to your favorite salad, meal or side dish with a touch of creamy Hidden Valley Original Ranch Dressing
Value: 52.0
Unit: Ounce
",condiment
"Item Name: Garlic Festival Foods Smoked Pickled Garlic Cloves - Freshly Made, Subtly Infused, 8 oz Jar
Bullet Point 1: Pickled Garlic Done The Garlic Festival Way!
Bullet Point 2: CALIFORNIA PICKLED GARLIC....is used in creating this delicious & healthy taste treat.
Bullet Point 3: SMOKED GOODNESS.....makes these the ideal & health snack to eat right out of the jar but don't stop there.....chop and mix with mashed potatoes, tuna fish or potato salads, top on pizza, add to sautéed vegetables.
Bullet Point 4: ENJOY FRESH TASTING GARLIC ALL YEAR LONG....even when fresh is not available!
Bullet Point 5: DONT FORGET THE BRINE....can be used in martinis, as a salad dressing or a drizzle for vegetables, bread and pizza.
Product Description: Pickled Garlic Done The Garlic Festival Way! Wow! These have very quickly become a top seller! Fresh, cold pickled Gilroy Garlic Cloves infused with natural smoke has resulted in this wonderful, healthy & versatile tasty treat. The guys in our warehouse use these on almost everything: hot dogs, pizza, salads, sandwiches, even straight out of the jar! Use is limited only by your imagination. 8 oz. (5oz. d.w.) jar
Value: 8.0
Unit: Ounce
",condiment
